id,user_id,name,class,section,roll,attendance
c06426e5-834c-4445-ae83-8afe8ec00141,c06426e5-834c-4445-ae83-8afe8ec00141,Priya Roy,7,A,17,0
1240c8cb-0cb3-4295-a2f4-2bfdd9b3dea6,1240c8cb-0cb3-4295-a2f4-2bfdd9b3dea6,Ritwik Roy,7,A,18,0
f867b204-17ca-43ee-82ed-b38754fe8457,f867b204-17ca-43ee-82ed-b38754fe8457,Sneha Roy,7,A,19,0
c4ca8a64-2ce3-488a-b454-2dfc3b9a117c,c4ca8a64-2ce3-488a-b454-2dfc3b9a117c,Abhinav Roy,7,A,20,0
a523bc72-0ddf-4efe-9eef-3c79d98a11b6,a523bc72-0ddf-4efe-9eef-3c79d98a11b6,Meera Roy,7,A,21,0
a5b7a5b0-aba4-4b8a-b46b-e2a913c3349b,a5b7a5b0-aba4-4b8a-b46b-e2a913c3349b,Kabir Roy,7,A,22,0
49fc687e-87f2-4156-a104-1d4c7280cb2a,49fc687e-87f2-4156-a104-1d4c7280cb2a,Tanya Roy,7,A,23,0
957c0d88-02ec-4971-8c21-03b98c77bbec,957c0d88-02ec-4971-8c21-03b98c77bbec,Yash Roy,7,A,24,0
ef02cbb4-b647-453f-8899-af8b56e5d421,ef02cbb4-b647-453f-8899-af8b56e5d421,Riya Roy,7,A,25,0
62ea901e-b422-4d4a-b6e6-479bfa89ecd7,62ea901e-b422-4d4a-b6e6-479bfa89ecd7,Anirban Roy,7,B,1,0
0f4e5bae-34f0-42b6-91b7-e4f0328c6923,0f4e5bae-34f0-42b6-91b7-e4f0328c6923,Ira Roy,7,B,2,0
981e5e78-df6b-4b86-8edf-5d602dfd74f7,981e5e78-df6b-4b86-8edf-5d602dfd74f7,Dev Roy,7,B,3,0
4673ba33-2611-4a12-8c9d-151a9ba75d28,4673ba33-2611-4a12-8c9d-151a9ba75d28,Pihu Roy,7,B,4,0
eef07e22-b3ae-4639-b7dc-dac8579a1dfe,eef07e22-b3ae-4639-b7dc-dac8579a1dfe,Aryan Roy,7,B,5,0
f77905d6-1387-48ca-91f0-ff8bd570e954,f77905d6-1387-48ca-91f0-ff8bd570e954,Rudra Roy,7,B,6,0
c07eda4a-32d0-4719-a74f-6b2c4f3d79c2,c07eda4a-32d0-4719-a74f-6b2c4f3d79c2,Maya Roy,7,B,7,0
72c6f260-5f3a-41a3-9e76-ebb43365fac8,72c6f260-5f3a-41a3-9e76-ebb43365fac8,Kunal Roy,7,B,8,0
bf10b88b-833b-4efb-8e21-d069fbc17fdd,bf10b88b-833b-4efb-8e21-d069fbc17fdd,Rhea Roy,7,B,9,0
07ca1ecf-f86c-4ee5-ae99-3c650aeffa75,07ca1ecf-f86c-4ee5-ae99-3c650aeffa75,Ayan Roy,7,B,10,0
31264c1f-5f1a-4683-9c68-2b2307eda726,31264c1f-5f1a-4683-9c68-2b2307eda726,Tisha Roy,7,B,11,0
a6b69204-b373-4c73-9b3c-4678f408dc5f,a6b69204-b373-4c73-9b3c-4678f408dc5f,Samir Roy,7,B,12,0
6d3a76f1-a147-4615-a719-4be2eff4caab,6d3a76f1-a147-4615-a719-4be2eff4caab,Nisha Roy,7,B,13,0
c32eb43d-0019-401d-a00d-cca349c1217b,c32eb43d-0019-401d-a00d-cca349c1217b,Om Roy,7,B,14,0
48ad922c-470a-45e4-bb72-ef3e7647d2c8,48ad922c-470a-45e4-bb72-ef3e7647d2c8,Ishita Roy,7,B,15,0
b75ead34-394b-4f3f-9508-0f722602c340,b75ead34-394b-4f3f-9508-0f722602c340,Avi Roy,7,B,16,0
a6e72182-c0d4-49b2-b395-41dc5cc69a2d,a6e72182-c0d4-49b2-b395-41dc5cc69a2d,Tanvi Roy,7,B,17,0
713b3b4f-0337-4096-bc6a-3267b23cbf76,713b3b4f-0337-4096-bc6a-3267b23cbf76,Neel Roy,7,B,18,0
6d2ef6b9-47ef-465f-a087-e26054b4a7e9,6d2ef6b9-47ef-465f-a087-e26054b4a7e9,Shreya Roy,7,B,19,0
f75f1dbc-1375-43f4-b75e-39702bc71459,f75f1dbc-1375-43f4-b75e-39702bc71459,Manav Roy,7,B,20,0
b272e3e5-56af-448f-9b4e-af3ef646a294,b272e3e5-56af-448f-9b4e-af3ef646a294,Srijan Roy,7,B,21,0
60c22fc0-37f0-4b5e-8f62-5d2ec5ec3012,60c22fc0-37f0-4b5e-8f62-5d2ec5ec3012,Roshni Roy,7,B,22,0
0e0fcc04-4c30-4bb2-a7a3-7f46bbc35cbc,0e0fcc04-4c30-4bb2-a7a3-7f46bbc35cbc,Veer Roy,7,B,23,0
107a03e4-13f1-4773-87f5-d598e527b030,107a03e4-13f1-4773-87f5-d598e527b030,Kritika Roy,7,B,24,0
435d6324-e734-42e6-8c38-772398b56ada,435d6324-e734-42e6-8c38-772398b56ada,Anmol Roy,7,B,25,0
eecf4d46-6899-42b2-92c7-e51c5f31a751,eecf4d46-6899-42b2-92c7-e51c5f31a751,Aarav Sen,8,A,1,0
f4b8c715-0406-4072-8678-ad4298c9d3bd,f4b8c715-0406-4072-8678-ad4298c9d3bd,Aditya Sen,8,A,2,0
661c9d25-3720-4ad9-9948-a53ea19a5f9f,661c9d25-3720-4ad9-9948-a53ea19a5f9f,Aisha Sen,8,A,3,0
572b8afa-ed11-47a8-8a7c-d1e126c29f99,572b8afa-ed11-47a8-8a7c-d1e126c29f99,Ananya Sen,8,A,4,0
7f318e3a-0ea8-46fc-b403-871055e9733c,7f318e3a-0ea8-46fc-b403-871055e9733c,Arjun Sen,8,A,5,0
828e44d5-dc6d-447c-ba1e-5c284882a986,828e44d5-dc6d-447c-ba1e-5c284882a986,Diya Sen,8,A,6,0
04c49bb0-f52b-4013-9721-19aeb96cf1f5,04c49bb0-f52b-4013-9721-19aeb96cf1f5,Ishaan Sen,8,A,7,0
5f3fe4f4-c037-4cd8-abaf-edba77e42a45,5f3fe4f4-c037-4cd8-abaf-edba77e42a45,Kavya Sen,8,A,8,0
97fe1cd1-05a6-49a2-8030-be932130959d,97fe1cd1-05a6-49a2-8030-be932130959d,Mihir Sen,8,A,9,0
4a76d445-aac5-49f0-a6ce-80b437a717c8,4a76d445-aac5-49f0-a6ce-80b437a717c8,Nandini Sen,8,A,10,0
7ffb6cad-723f-4d8e-973f-2265d37698f8,7ffb6cad-723f-4d8e-973f-2265d37698f8,Rohan Sen,8,A,11,0
18124895-03ec-4486-9c25-c7bfda9a9cd4,18124895-03ec-4486-9c25-c7bfda9a9cd4,Saanvi Sen,8,A,12,0
c412e4a5-d8a1-4b30-9881-4a4fc5507cdc,c412e4a5-d8a1-4b30-9881-4a4fc5507cdc,Vivaan Sen,8,A,13,0
91c3eebc-ae71-4de5-b893-e101954c19ed,91c3eebc-ae71-4de5-b893-e101954c19ed,Anika Sen,8,A,14,0
46ef4181-b78c-4e97-874e-071bcd0171f1,46ef4181-b78c-4e97-874e-071bcd0171f1,Rahul Sen,8,A,15,0
41de66d3-46a4-43fc-aee0-36d4264fb408,41de66d3-46a4-43fc-aee0-36d4264fb408,Soham Sen,8,A,16,0
3093b40c-edcb-466e-bc4f-940bb7695e26,3093b40c-edcb-466e-bc4f-940bb7695e26,Priya Sen,8,A,17,0
2fc896da-d029-4740-8383-b1851b00592f,2fc896da-d029-4740-8383-b1851b00592f,Ritwik Sen,8,A,18,0
07eefe5f-ed58-48b3-a72b-3d5a769a2ca8,07eefe5f-ed58-48b3-a72b-3d5a769a2ca8,Sneha Sen,8,A,19,0
023b0bfb-2692-4bd9-bf3b-26fb07b66896,023b0bfb-2692-4bd9-bf3b-26fb07b66896,Abhinav Sen,8,A,20,0
a2867a47-9e6b-4feb-bb46-7366d3d4efff,a2867a47-9e6b-4feb-bb46-7366d3d4efff,Meera Sen,8,A,21,0
d0948a9e-dfc8-433d-8fae-49099fcc6d4a,d0948a9e-dfc8-433d-8fae-49099fcc6d4a,Kabir Sen,8,A,22,0
c9403257-588f-4c99-b4e1-1aa199be4f21,c9403257-588f-4c99-b4e1-1aa199be4f21,Tanya Sen,8,A,23,0
082aef87-359e-4159-958f-0436819515a3,082aef87-359e-4159-958f-0436819515a3,Yash Sen,8,A,24,0
f4402fc9-3b04-418e-a744-b5d4628ffd24,f4402fc9-3b04-418e-a744-b5d4628ffd24,Riya Sen,8,A,25,0
46bbd21e-3ac9-4896-906a-4fa6a68ba70c,46bbd21e-3ac9-4896-906a-4fa6a68ba70c,Anirban Sen,8,B,1,0
ae80d06c-dd44-4252-888f-b5ad109a6618,ae80d06c-dd44-4252-888f-b5ad109a6618,Ira Sen,8,B,2,0
224100d1-4946-4f34-a2ca-613e27bb48f6,224100d1-4946-4f34-a2ca-613e27bb48f6,Dev Sen,8,B,3,0
42c3dd37-e4d1-48c3-b0e1-6f705984250f,42c3dd37-e4d1-48c3-b0e1-6f705984250f,Pihu Sen,8,B,4,0
d0c80076-e391-44c7-8d29-0728e4a9b124,d0c80076-e391-44c7-8d29-0728e4a9b124,Aryan Sen,8,B,5,0
9c8d0e2c-8cbf-4da8-9087-e6ce4e8f1c2a,9c8d0e2c-8cbf-4da8-9087-e6ce4e8f1c2a,Rudra Sen,8,B,6,0
934c2842-2b2b-4308-82fd-65c4a8891023,934c2842-2b2b-4308-82fd-65c4a8891023,Maya Sen,8,B,7,0
f82cc8b5-ba9f-4ff1-882f-d8517b84d9f7,f82cc8b5-ba9f-4ff1-882f-d8517b84d9f7,Kunal Sen,8,B,8,0
bfbd3e95-08dc-4d78-898e-d13e52743c3a,bfbd3e95-08dc-4d78-898e-d13e52743c3a,Rhea Sen,8,B,9,0
88021022-d651-4105-95ff-5b9a0e8c9486,88021022-d651-4105-95ff-5b9a0e8c9486,Ayan Sen,8,B,10,0
82d368c2-dac0-41af-8f2e-ad59a03b9c60,82d368c2-dac0-41af-8f2e-ad59a03b9c60,Tisha Sen,8,B,11,0
bf2b72ba-8538-43f9-b8e9-f6a3279b631e,bf2b72ba-8538-43f9-b8e9-f6a3279b631e,Samir Sen,8,B,12,0
b218a24d-4584-4b10-b005-857300e8dfc6,b218a24d-4584-4b10-b005-857300e8dfc6,Nisha Sen,8,B,13,0
0fffacf0-0322-43cf-b9ab-6f7c311780b4,0fffacf0-0322-43cf-b9ab-6f7c311780b4,Om Sen,8,B,14,0
00f26dc6-8d7a-42a8-a13d-08f26fca331d,00f26dc6-8d7a-42a8-a13d-08f26fca331d,Ishita Sen,8,B,15,0
669d0ae6-6e40-4944-a638-b1e950ca6df2,669d0ae6-6e40-4944-a638-b1e950ca6df2,Avi Sen,8,B,16,0
038e4bf0-3347-4fe4-bed9-e8e60cfdfd36,038e4bf0-3347-4fe4-bed9-e8e60cfdfd36,Tanvi Sen,8,B,17,0
7c736c80-2ac8-4fb2-b118-2fe1210eb4bf,7c736c80-2ac8-4fb2-b118-2fe1210eb4bf,Neel Sen,8,B,18,0
7f98cafb-1433-46c4-ae3e-1212e2d97ad6,7f98cafb-1433-46c4-ae3e-1212e2d97ad6,Shreya Sen,8,B,19,0
da23a525-452d-4952-9b06-1b10ce1559a6,da23a525-452d-4952-9b06-1b10ce1559a6,Manav Sen,8,B,20,0
7c8d389a-b03c-4553-8955-6def1c26e409,7c8d389a-b03c-4553-8955-6def1c26e409,Srijan Sen,8,B,21,0
3acb4e8a-2215-43e9-95f1-13a9f07eed39,3acb4e8a-2215-43e9-95f1-13a9f07eed39,Roshni Sen,8,B,22,0
f57d9645-1cc7-4740-a37b-a57bf1bb2683,f57d9645-1cc7-4740-a37b-a57bf1bb2683,Veer Sen,8,B,23,0
05055905-ccb8-484a-99a1-6163b13d60f3,05055905-ccb8-484a-99a1-6163b13d60f3,Kritika Sen,8,B,24,0
ffdbbf99-b9b0-4d1a-b1d3-02094dd542b7,ffdbbf99-b9b0-4d1a-b1d3-02094dd542b7,Anmol Sen,8,B,25,0
aaaf5c0c-ab0c-49fb-ba0b-c44df3bc7f9d,aaaf5c0c-ab0c-49fb-ba0b-c44df3bc7f9d,Aarav Das,9,A,1,0
37582811-0227-4042-96b0-782d8ff790e8,37582811-0227-4042-96b0-782d8ff790e8,Aditya Das,9,A,2,0
728b1adb-c6a3-4daf-b00d-7c3bc3e1363b,728b1adb-c6a3-4daf-b00d-7c3bc3e1363b,Aisha Das,9,A,3,0
055cbf3d-f5f2-46d1-a129-6cdd791eca81,055cbf3d-f5f2-46d1-a129-6cdd791eca81,Ananya Das,9,A,4,0
df3ba6cd-9cb0-4592-9dd2-4f6044834088,df3ba6cd-9cb0-4592-9dd2-4f6044834088,Arjun Das,9,A,5,0
df3293c8-36ea-497e-a46e-6e30fbe29299,df3293c8-36ea-497e-a46e-6e30fbe29299,Diya Das,9,A,6,0
974e6cb1-820f-4e2b-a468-aa5516e31c36,974e6cb1-820f-4e2b-a468-aa5516e31c36,Ishaan Das,9,A,7,0
a44a4d8b-c09e-4fb3-be16-266d73573cf5,a44a4d8b-c09e-4fb3-be16-266d73573cf5,Kavya Das,9,A,8,0
3311c18c-96a5-4e6f-ac42-cfe4d71d9d71,3311c18c-96a5-4e6f-ac42-cfe4d71d9d71,Mihir Das,9,A,9,0
733f118a-0f4f-41c8-930f-d773d4255e7b,733f118a-0f4f-41c8-930f-d773d4255e7b,Nandini Das,9,A,10,0
830438d9-1bec-421f-b267-08cbecc0fe62,830438d9-1bec-421f-b267-08cbecc0fe62,Rohan Das,9,A,11,0
e85abb1d-c620-4cf9-9eb8-a0e4ef05c9b4,e85abb1d-c620-4cf9-9eb8-a0e4ef05c9b4,Saanvi Das,9,A,12,0
67ccd240-f6ab-4842-9be1-b2842104805b,67ccd240-f6ab-4842-9be1-b2842104805b,Vivaan Das,9,A,13,0
e3041904-f7be-4f3d-a622-08f63422a1dd,e3041904-f7be-4f3d-a622-08f63422a1dd,Anika Das,9,A,14,0
3b115a0a-9429-4c9b-a9ec-b107fd8c8e4b,3b115a0a-9429-4c9b-a9ec-b107fd8c8e4b,Rahul Das,9,A,15,0
7adfecc2-3bff-4998-8438-4b00c647743e,7adfecc2-3bff-4998-8438-4b00c647743e,Soham Das,9,A,16,0
ac0af9cc-f687-484a-a38d-aa42ad28dd82,ac0af9cc-f687-484a-a38d-aa42ad28dd82,Priya Das,9,A,17,0
20f2e44a-0ba6-448b-9d53-46caf2fb53dd,20f2e44a-0ba6-448b-9d53-46caf2fb53dd,Ritwik Das,9,A,18,0
dde7c6ec-78e2-4eab-a5c5-f40c88e68fc1,dde7c6ec-78e2-4eab-a5c5-f40c88e68fc1,Sneha Das,9,A,19,0
3de93ace-6949-4f3c-aba7-b0cf753cfdcc,3de93ace-6949-4f3c-aba7-b0cf753cfdcc,Abhinav Das,9,A,20,0
3a810810-08b1-4a58-865d-320c58ca1f2c,3a810810-08b1-4a58-865d-320c58ca1f2c,Meera Das,9,A,21,0
a8fd29fb-de05-4c39-b8f3-b27f7dd34e59,a8fd29fb-de05-4c39-b8f3-b27f7dd34e59,Kabir Das,9,A,22,0
cd443e26-b202-4b7b-96c1-3c8e4081f8d8,cd443e26-b202-4b7b-96c1-3c8e4081f8d8,Tanya Das,9,A,23,0
1392cde5-3b55-44f0-8391-19aebbf88363,1392cde5-3b55-44f0-8391-19aebbf88363,Yash Das,9,A,24,0
2b3bf2c3-de43-4dda-a4c5-0de463353cef,2b3bf2c3-de43-4dda-a4c5-0de463353cef,Riya Das,9,A,25,0
e893e3f8-215d-48fb-ad18-c5700d01a71d,e893e3f8-215d-48fb-ad18-c5700d01a71d,Anirban Das,9,B,1,0
5e790492-cdb0-473a-a18c-a1dfdca56d17,5e790492-cdb0-473a-a18c-a1dfdca56d17,Ira Das,9,B,2,0
2bc42053-7705-45d6-8b0d-57ee6bb0bb6a,2bc42053-7705-45d6-8b0d-57ee6bb0bb6a,Dev Das,9,B,3,0
aa9c5c73-c504-42d5-beca-ecab3f459153,aa9c5c73-c504-42d5-beca-ecab3f459153,Pihu Das,9,B,4,0
4b296deb-7c9d-436e-a0fc-882f46c3fd4c,4b296deb-7c9d-436e-a0fc-882f46c3fd4c,Aryan Das,9,B,5,0
1212ca65-f281-4a62-a505-bc529f56c4c2,1212ca65-f281-4a62-a505-bc529f56c4c2,Rudra Das,9,B,6,0
3e3e43ed-bcb2-492f-bbc1-22a2da8323ba,3e3e43ed-bcb2-492f-bbc1-22a2da8323ba,Maya Das,9,B,7,0
1633cae4-583d-4dc7-be77-289a69a7252e,1633cae4-583d-4dc7-be77-289a69a7252e,Kunal Das,9,B,8,0
38c91582-19d5-4323-9690-e0c4238bb32a,38c91582-19d5-4323-9690-e0c4238bb32a,Rhea Das,9,B,9,0
957ca23f-6e89-4e64-bc10-099bdd737145,957ca23f-6e89-4e64-bc10-099bdd737145,Ayan Das,9,B,10,0
80f1998f-4a1b-4832-aecc-d325266af368,80f1998f-4a1b-4832-aecc-d325266af368,Tisha Das,9,B,11,0
df602a8a-786a-4f3a-aca6-f90c83eaaf50,df602a8a-786a-4f3a-aca6-f90c83eaaf50,Samir Das,9,B,12,0
e7008987-3d7f-4dc4-80f2-d2494febab79,e7008987-3d7f-4dc4-80f2-d2494febab79,Nisha Das,9,B,13,0
50a04c93-e535-473c-9db3-3bf2bff5ee77,50a04c93-e535-473c-9db3-3bf2bff5ee77,Om Das,9,B,14,0
bc24d30b-b52f-444c-8791-0b190c05acc0,bc24d30b-b52f-444c-8791-0b190c05acc0,Ishita Das,9,B,15,0
bc02e5ba-8bff-4902-8d3f-c97fc4731fcf,bc02e5ba-8bff-4902-8d3f-c97fc4731fcf,Avi Das,9,B,16,0
e0017e12-6ce7-458e-aadf-dbf0ee2d510e,e0017e12-6ce7-458e-aadf-dbf0ee2d510e,Tanvi Das,9,B,17,0
62e09c3c-9519-434c-9efb-10df923c3a94,62e09c3c-9519-434c-9efb-10df923c3a94,Neel Das,9,B,18,0
2cd2f7b7-7941-428e-b377-138763c949d5,2cd2f7b7-7941-428e-b377-138763c949d5,Shreya Das,9,B,19,0
be56d068-e0b4-4cce-8e16-cc0e7ff40212,be56d068-e0b4-4cce-8e16-cc0e7ff40212,Manav Das,9,B,20,0
569b39e2-3c84-4726-9f14-691462c6bb6e,569b39e2-3c84-4726-9f14-691462c6bb6e,Srijan Das,9,B,21,0
